aardvark, ɑrdvɑrk, 'ɑrdˌvɑrk
provocation, prɑvəkeʃən, ˌprɑ və'ke ʃən
provocations, prɑvəkeʃənz, ˌprɑ və'ke ʃənz
provocative, provɑkətɪv, pro'vɑ kə tɪv
provocatively, provɑkətɪvli, pro'vɑ kə tɪv li
provoke, prəvok, prə'vok
provoked, prəvokt, prə'vokt
provokes, prəvoks, prə'voks
provoking, prəvokɪŋ, prə'vo kɪŋ
provolone, provəlon, 'pro və lon
provost, provost, 'pro vost
provosts, provosts, 'pro vosts
provosts, provos, 'pro vos
prow, praʊ, praʊ
prowess, praʊəs, 'praʊəs
prowl, praʊl, praʊl
prowler, praʊlər, 'praʊ lər
prowling, praʊlɪŋ, 'praʊ lɪŋ
prows, praʊz, praʊz
proxies, prɑksiz, 'prɑk siz
proximal, prɑksəməl, 'prɑk sə məl
proximate, prɑksəmət, 'prɑk sə mət
proximity, prɑksɪməti, prɑk'sɪ mə ti
proxy, prɑksi, 'prɑk si
prude, prud, prud
prudence, prudəns, 'pru dəns
prudent, prudənt, 'pru dənt
prudential, prudɛntʃəl, pru'dɛn tʃəl
prudential, prudɛnʃəl, pru'dɛn ʃəl
prudently, prudəntli, 'pru dənt li
prudery, prudəri, 'pru də ri
prudish, prudɪʃ, 'pru dɪʃ
prune, prun, prun
pruned, prund, prund
prunella, prunɛlə, pru'nɛ lə
pruner, prunər, 'pru nər
prunes, prunz, prunz
pruning, prunɪŋ, 'pru nɪŋ
prurient, prʊriənt, 'prʊ riənt
pry, praɪ, praɪ
pryer, praɪər, 'praɪ ər
prying, praɪɪŋ, 'praɪ ɪŋ
psalm, sɑlm, sɑlm
psalm, sɑm, sɑm
psalms, sɑlmz, sɑlmz
psalms, sɑmz, sɑmz
psalter, sɔltər, 'sɔl tər
psalters, sɔltərz, 'sɔl tərz
pseudo, sudo, 'su do
pseudomonas, sudəmonəz, ˌsu də'mo nəz
pseudonym, sudənɪm, 'su dəˌnɪm
pseudonyms, sudənɪmz, 'su dəˌnɪmz
pseudopodial, sudəpodiəl, ˌsu də'po diəl
pseudoscience, sudosaɪəns, ˌsu do'saɪəns
pseudoscientific, sudosaɪəntɪfɪk, ˌsu doˌsaɪən'tɪ fɪk
psi, saɪ, saɪ
psilocybin, saɪləsaɪbən, ˌsaɪ lə'saɪ bən
psoriasis, səraɪəsəs, sə'raɪə səs
psych, saɪk, saɪk
psyche, saɪki, 'saɪ ki
psyched, saɪkt, saɪkt
psychedelic, saɪkədɛlɪk, ˌsaɪ kə'dɛ lɪk
psyches, saɪkiz, 'saɪ kiz
psychiatric, saɪkiætrɪk, ˌsaɪ ki'æ trɪk
psychiatrist, səkaɪətrəst, sə'kaɪə trəst
psychiatrists, səkaɪətrəsts, sə'kaɪə trəsts
psychiatrists, səkaɪətrəs, sə'kaɪə trəs
psychiatry, saɪkaɪətri, saɪ'kaɪə tri
psychiatry, sɪkaɪətri, sɪ'kaɪə tri
psychic, saɪkɪk, 'saɪ kɪk
psychical, saɪkɪkəl, 'saɪ kɪ kəl
psychics, saɪkɪks, 'saɪ kɪks
psycho, saɪko, 'saɪ ko
psychoanalysis, saɪkoənæləsəs, ˌsaɪ koə'næ lə səs
psychoanalysis, saɪkoənælɪsɪs, ˌsaɪ koə'næ lɪ sɪs
psychoanalyst, saɪkoænələst, ˌsaɪ ko'æ nə ləst
psychoanalytic, saɪkoænəlɪtɪk, ˌsaɪ koˌæ nə'lɪ tɪk
psychobabble, saɪkobæbəl, ˌsaɪ ko'bæ bəl
psychodynamic, saɪkodaɪnæmɪk, ˌsaɪ ko daɪ'næ mɪk
psychogenic, saɪkodʒɛnɪk, ˌsaɪ ko'dʒɛ nɪk
psychokinesis, saɪkokənisəs, ˌsaɪ ko kə'ni səs
psychological, saɪkəlɑdʒɪkəl, ˌsaɪ kə'lɑ dʒɪ kəl
psychologically, saɪkəlɑdʒɪkli, ˌsaɪ kə'lɑ dʒɪ kli
psychologist, saɪkɑlədʒəst, saɪ'kɑ lə dʒəst
psychologists, saɪkɑlədʒəsts, saɪ'kɑ lə dʒəsts
psychologists, saɪkɑlədʒəs, saɪ'kɑ lə dʒəs
psychology, saɪkɑlədʒi, saɪ'kɑ lə dʒi
psychopath, saɪkopæθ, 'saɪ koˌpæθ
psychopathic, saɪkəpæθɪk, ˌsaɪ kə'pæ θɪk
psychopaths, saɪkopæθs, 'saɪ koˌpæθs
psychopathy, saɪkɑpəθi, saɪ'kɑ pə θi
psychosis, saɪkosəs, saɪ'ko səs
psychosomatic, saɪkosəmætɪk, saɪˌko sə'mæ tɪk
psychotherapeutic, saɪkoθɛrəpjutɪk, ˌsaɪ koˌθɛ rə'pju tɪk
psychotherapist, saɪkəθɛrəpɪst, ˌsaɪ kə'θɛ rə pɪst
psychotherapists, saɪkəθɛrəpɪsts, ˌsaɪ kə'θɛ rə pɪsts
psychotherapists, saɪkəθɛrəpɪs, ˌsaɪ kə'θɛ rə pɪs
psychotherapy, saɪkoθɛrəpi, ˌsaɪ ko'θɛ rə pi
psychotic, saɪkɑtɪk, ˌsaɪ'kɑ tɪk
psyllium, sɪliəm, 'sɪ liəm
ptomaine, tomen, 'to men
ptomaines, tomenz, 'to menz
pub, pʌb, pʌb
puberty, pjubərti, 'pju bər ti
pubic, pjubɪk, 'pju bɪk
public, pʌblɪk, 'pʌ blɪk
publically, pʌblɪkli, 'pʌ blɪ kli
publication, pʌblɪkeʃən, ˌpʌ blɪ'ke ʃən
publications, pʌblɪkeʃənz, ˌpʌ blɪ'ke ʃənz
publicist, pʌblɪsɪst, 'pʌ blɪ sɪst
publicists, pʌblɪsɪsts, 'pʌ blɪ sɪsts
publicists, pʌblɪsɪs, 'pʌ blɪ sɪs
publicity, pəblɪsəti, pə'blɪ sə ti
publicity, pəblɪsɪti, pə'blɪ sɪ ti
publicize, pʌblɪsaɪz, 'pʌ blɪˌsaɪz
publicized, pʌblɪsaɪzd, 'pʌ blɪˌsaɪzd
publicizing, pʌbləsaɪzɪŋ, 'pʌ bləˌsaɪ zɪŋ
publicly, pʌblɪkli, 'pʌ blɪ kli
publics, pʌblɪks, 'pʌ blɪks
publish, pʌblɪʃ, 'pʌ blɪʃ
published, pʌblɪʃt, 'pʌ blɪʃt
publisher, pʌblɪʃər, 'pʌ blɪ ʃər
publishers, pʌblɪʃərz, 'pʌ blɪ ʃərz
publishes, pʌblɪʃəz, 'pʌ blɪ ʃəz
publishes, pʌblɪʃɪz, 'pʌ blɪ ʃɪz
publishing, pʌblɪʃɪŋ, 'pʌ blɪ ʃɪŋ
publishings, pʌblɪʃɪŋz, 'pʌ blɪ ʃɪŋz
pubs, pʌbz, pʌbz
puck, pʌk, pʌk
pucker, pʌkər, 'pʌ kər
puckish, pʌkɪʃ, 'pʌ kɪʃ
pudding, pʊdɪŋ, 'pʊ dɪŋ
puddings, pʊdɪŋz, 'pʊ dɪŋz
puddle, pʌdəl, 'pʌ dəl
puddles, pʌdəlz, 'pʌ dəlz
pudgy, pʌdʒi, 'pʌ dʒi
pueblo, pwɛblo, 'pwɛ blo
puerile, pjuril, pju'ril
puff, pʌf, pʌf
puffed, pʌft, pʌft
puffer, pʌfər, 'pʌ fər
puffery, pʌfəri, 'pʌ fə ri
puffin, pʌfɪn, 'pʌˌfɪn
puffing, pʌfɪŋ, 'pʌ fɪŋ
puffins, pʌfɪnz, 'pʌˌfɪnz
puffs, pʌfs, pʌfs
puffy, pʌfi, 'pʌ fi
pug, pʌg, pʌg
pugh, pju, pju
pugilism, pjudʒəlɪzəm, 'pju dʒə lɪ zəm
pugilist, pjudʒəlɪst, 'pju dʒə lɪst
pugilistic, pjudʒəlɪstɪk, ˌpju dʒə'lɪ stɪk
pugnacious, pəgnæʃɪs, pəg'næ ʃɪs
puke, pjuk, pjuk
pukes, pjuks, pjuks
pull, pʊl, pʊl
pullback, pʊlbæk, 'pʊlˌbæk
pullbacks, pʊlbæks, 'pʊlˌbæks
pulled, pʊld, pʊld
puller, pʊlər, 'pʊ lər
pulley, pʊli, 'pʊ li
pulleys, pʊliz, 'pʊ liz
pulling, pʊlɪŋ, 'pʊ lɪŋ
pullman, pʊlmən, 'pʊl mən
pullout, pʊlaʊt, 'pʊˌlaʊt
pullouts, pʊlaʊts, 'pʊˌlaʊts
pulls, pʊlz, pʊlz
pulmonary, pʊlmənɛri, 'pʊl məˌnɛ ri
pulp, pʌlp, pʌlp
pulping, pʌlpɪŋ, 'pʌl pɪŋ
pulpit, pʊlpɪt, 'pʊl pɪt
pulpits, pʊlpɪts, 'pʊl pɪts
pulpwood, pʌlpwʊd, 'pʌlpˌwʊd
puls, pʊlz, pʊlz
pulsar, pʊlsər, 'pʊl sər
pulsating, pʌlsetɪŋ, 'pʌlˌse tɪŋ
pulse, pʌls, pʌls
pulses, pʌlsɪz, 'pʌl sɪz
pulsing, pʌlsɪŋ, 'pʌl sɪŋ
pulverize, pʌlvəraɪz, 'pʌl vəˌraɪz
pulverized, pʌlvəraɪzd, 'pʌl vəˌraɪzd
puma, pumə, 'pu mə
pumice, pʌməs, 'pʌ məs
pummel, pʌməl, 'pʌ məl
pummeled, pʌməld, 'pʌ məld
pummeling, pʌməlɪŋ, 'pʌ mə lɪŋ
pump, pʌmp, pʌmp
pumped, pʌmpt, pʌmpt
pumpernickel, pʌmpərnɪkəl, 'pʌm pərˌnɪ kəl
pumping, pʌmpɪŋ, 'pʌm pɪŋ
pumpkin, pʌmpkɪn, 'pʌmp kɪn
pumpkin, pʌmkɪn, 'pʌm kɪn
pumpkins, pʌmpkənz, 'pʌmp kənz
pumpkins, pʌmkənz, 'pʌm kənz
pumps, pʌmps, pʌmps
pun, pʌn, pʌn
punch, pʌntʃ, pʌntʃ
punched, pʌntʃt, pʌntʃt
punches, pʌntʃɪz, 'pʌn tʃɪz
punching, pʌntʃɪŋ, 'pʌn tʃɪŋ
punchy, pʌntʃi, 'pʌn tʃi
punctate, pʌnktet, 'pʌnkˌtet
punctilious, pəŋktɪliəs, pəŋk'tɪ liəs
punctual, pʌŋktʃuəl, 'pʌŋk tʃuəl
punctuality, pʌŋktʃuælɪti, ˌpʌŋk tʃu'æ lɪ ti
punctuate, pʌŋktʃuet, 'pʌŋk tʃuˌet
punctuated, pʌŋktʃuetɪd, 'pʌŋk tʃuˌe tɪd
punctuating, pʌŋktʃuedɪŋ, 'pʌŋk tʃuˌe dɪŋ
punctuation, pʌŋktʃueʃən, ˌpʌŋk tʃu'e ʃən
puncture, pʌŋktʃər, 'pʌŋk tʃər
puncture, pʌŋkʃər, 'pʌŋk ʃər
punctured, pʌŋktʃərd, 'pʌŋk tʃərd
punctured, pʌŋkʃərd, 'pʌŋk ʃərd
punctures, pʌŋktʃərz, 'pʌŋk tʃərz
punctures, pʌŋkʃərz, 'pʌŋk ʃərz
puncturing, pʌŋktʃərɪŋ, 'pʌŋk tʃə rɪŋ
puncturing, pʌŋkʃərɪŋ, 'pʌŋk ʃə rɪŋ
pundit, pʌndət, 'pʌn dət
punditry, pʌndətri, 'pʌn də tri
pundits, pʌndɪts, 'pʌn dɪts
pung, pʌŋ, pʌŋ
pungent, pʌndʒənt, 'pʌn dʒənt
pungently, pʌndʒəntli, 'pʌn dʒənt li
punish, pʌnɪʃ, 'pʌ nɪʃ
punishable, pʌnɪʃəbəl, 'pʌ nɪ ʃə bəl
punished, pʌnɪʃt, 'pʌ nɪʃt
punisher, pʌnɪʃər, 'pʌ nɪ ʃər
punishes, pʌnɪʃəz, 'pʌ nɪ ʃəz
punishing, pʌnɪʃɪŋ, 'pʌ nɪ ʃɪŋ
punishment, pʌnɪʃmənt, 'pʌ nɪʃ mənt
punishments, pʌnɪʃmənts, 'pʌ nɪʃ mənts
punitive, pjunətɪv, 'pju nə tɪv
punk, pʌŋk, pʌŋk
punkin, pʌŋkɪn, 'pʌŋ kɪn
punks, pʌŋks, pʌŋks
punky, pʌŋki, 'pʌŋ ki
puns, pʌnz, pʌnz
punt, pʌnt, pʌnt
punter, pʌntər, 'pʌn tər
punto, punto, 'punˌto
punts, pʌnts, pʌnts
puny, pjuni, 'pju ni
pup, pʌp, pʌp
pupa, pjupə, 'pju pə
pupil, pjupəl, 'pju pəl
pupils, pjupəlz, 'pju pəlz
puppet, pʌpət, 'pʌ pət
puppet, pʌpɪt, 'pʌ pɪt
puppeteer, pəpətir, pə pə'tir
puppeteers, pəpətirz, pə pə'tirz
puppetry, pʌpətri, 'pʌ pə tri
puppets, pʌpəts, 'pʌ pəts
puppets, pʌpɪts, 'pʌ pɪts
puppies, pʌpiz, 'pʌ piz
puppy, pʌpi, 'pʌ pi
pups, pʌps, pʌps
pur, pɜr, pɜr
purchase, pɜrtʃəs, 'pɜr tʃəs
purchased, pɜrtʃəst, 'pɜr tʃəst
purchaser, pɜrtʃəsər, 'pɜr tʃə sər
purchasers, pɜrtʃəsərz, 'pɜr tʃə sərz
purchases, pɜrtʃəsəz, 'pɜr tʃə səz
purchases, pɜrtʃəsɪz, 'pɜr tʃə sɪz
purchasing, pɜrtʃəsɪŋ, 'pɜr tʃə sɪŋ
pure, pjʊr, pjʊr
purebred, pjʊrbrɛd, 'pjʊr'brɛd
purebreds, pjʊrbrɛdz, 'pjʊr'brɛdz
puree, pjʊre, pjʊ're
purely, pjʊrli, 'pjʊr li
purer, pjʊrər, 'pjʊ rər
purest, pjʊrəst, 'pjʊ rəst
purgatory, pɜrgətɔri, 'pɜr gəˌtɔ ri
purge, pɜrdʒ, pɜrdʒ
purged, pɜrdʒd, pɜrdʒd
purges, pɜrdʒɪz, 'pɜr dʒɪz
purging, pɜrdʒɪŋ, 'pɜr dʒɪŋ
puri, pʊri, 'pʊ ri
purification, pjʊrəfəkeʃən, ˌpjʊ rə fə'ke ʃən
purified, pjʊrəfaɪd, 'pjʊ rəˌfaɪd
purifier, pjʊrəfaɪər, 'pjʊ rəˌfaɪ ər
purifiers, pjʊrəfaɪərz, 'pjʊ rəˌfaɪ ərz
purify, pjʊrəfaɪ, 'pjʊ rəˌfaɪ
purifying, pjʊrəfaɪɪŋ, 'pjʊ rəˌfaɪ ɪŋ
puris, pjʊrɪs, 'pjʊ rɪs
purist, pjʊrɪst, 'pjʊ rɪst
puristic, pjʊrɪstɪk, pjʊ'rɪ stɪk
purists, pjʊrəsts, 'pjʊ rəsts
purists, pjʊrɪsts, 'pjʊ rɪsts
purists, pjʊrɪs, 'pjʊ rɪs
puritan, pjʊrətən, 'pjʊ rə tən
puritanical, pjʊrətænɪkəl, ˌpjʊ rə'tæ nɪ kəl
puritanism, pjʊrətənɪzəm, 'pjʊ rə təˌnɪ zəm
puritanisms, pjʊrətənɪzəmz, 'pjʊ rə təˌnɪ zəmz
puritans, pjʊrətənz, 'pjʊ rə tənz
purity, pjʊrəti, 'pjʊ rə ti
purity, pjʊrɪti, 'pjʊ rɪ ti
purloin, pərlɔɪn, pər'lɔɪn
purloined, pərlɔɪnd, pər'lɔɪnd
purple, pɜrpəl, 'pɜr pəl
purples, pɜrpəlz, 'pɜr pəlz
purplish, pɜrplɪʃ, 'pɜr plɪʃ
purport, pɜrpɔrt, 'pɜrˌpɔrt
purport, pərpɔrt, pər'pɔrt
purported, pərpɔrtɪd, pər'pɔr tɪd
purportedly, pərpɔrtɪdli, pərˌpɔr tɪd li
purporting, pərpɔrtɪŋ, pər'pɔr tɪŋ
purports, pɜrpɔrts, 'pɜrˌpɔrts
purports, pərpɔrts, pər'pɔrts
purpose, pɜrpəs, 'pɜr pəs
purposeful, pɜrpəsfəl, 'pɜr pəs fəl
purposefully, pɜrpəsfəli, 'pɜr pəs fə li
purposeless, pɜrpəsləs, 'pɜr pəs ləs
purposely, pɜrpəsli, 'pɜr pəs li
purposes, pɜrpəsəz, 'pɜr pə səz
purposes, pɜrpəsɪz, 'pɜr pə sɪz
purr, pɜr, pɜr
purring, pɜrɪŋ, 'pɜr ɪŋ
purrs, pɜrz, pɜrz
purse, pɜrs, pɜrs
pursed, pɜrst, pɜrst
purser, pɜrsər, 'pɜr sər
purses, pɜrsɪz, 'pɜr sɪz
pursuant, pərsuənt, pər'suənt
pursue, pərsu, pər'su
pursued, pərsud, pər'sud
pursuer, pərsuər, pər'su ər
pursuers, pərsuərz, pər'su ərz
pursues, pərsuz, pər'suz
pursuing, pərsuɪŋ, pər'su ɪŋ
pursuit, pərsut, pər'sut
pursuits, pərsuts, pər'suts
purulent, pjʊrulənt, 'pjʊ ru lənt
purvey, pərve, pər've
purveyed, pərved, pər'ved
purveying, pərveɪŋ, pər've ɪŋ
purveyor, pərveər, pər've ər
purveyors, pərveərz, pər've ərz
purveys, pərvez, pər'vez
purview, pɜrvju, 'pɜrvˌju
pus, pʌs, pʌs
push, pʊʃ, pʊʃ
pushed, pʊʃt, pʊʃt
pusher, pʊʃər, 'pʊ ʃər
pushers, pʊʃərz, 'pʊ ʃərz
pushes, pʊʃəz, 'pʊ ʃəz
pushes, pʊʃɪz, 'pʊ ʃɪz
pushing, pʊʃɪŋ, 'pʊ ʃɪŋ
pushover, pʊʃovər, 'pʊˌʃo vər
pushup, pʊʃʌp, 'pʊˌʃʌp
pushups, pʊʃʌps, 'pʊˌʃʌps
pushy, pʊʃi, 'pʊ ʃi
pusillanimous, pjusəlænəməs, pju sə'læ nə məs
puss, pʊs, pʊs
puss, pʌs, pʌs
pusses, pʊsɪz, 'pʊ sɪz
pusses, pʌsɪz, 'pʌ sɪz
pussies, pʊsiz, 'pʊ siz
pussy, pʊsi, 'pʊ si
pussycat, pʊsikæt, 'pʊ siˌkæt
pussycats, pʊsikæts, 'pʊ siˌkæts
pussyfoot, pʊsifʊt, 'pʊ si'fʊt
pussyfooted, pʊsifʊtəd, 'pʊ si'fʊ təd
pussyfooting, pʊsifʊtɪŋ, 'pʊ si'fʊ tɪŋ
pussyfoots, pʊsifʊts, 'pʊ si'fʊts
put, pʊt, pʊt
putative, pjutətɪv, 'pju tə tɪv
putrid, pjutrɪd, 'pju trɪd
puts, pʊts, pʊts
putsch, pʊtʃ, pʊtʃ
putt, pʌt, pʌt
putted, pʌtɪd, 'pʌ tɪd
putter, pʌtər, 'pʌ tər
putterer, pʌtərər, 'pʌ tə rər
puttering, pʌtərɪŋ, 'pʌ tə rɪŋ
putters, pʌtərz, 'pʌ tərz
putting, pʌtɪŋ, 'pʌ tɪŋ
putting, pʊtɪŋ, 'pʊ tɪŋ
putts, pʌts, pʌts
putty, pʌti, 'pʌ ti
putz, pʌts, pʌts
puzzle, pʌzəl, 'pʌ zəl
puzzled, pʌzəld, 'pʌ zəld
puzzlement, pʌzəlmənt, 'pʌ zəl mənt
puzzler, pʌzlər, 'pʌz lər
puzzles, pʌzəlz, 'pʌ zəlz
puzzling, pʌzəlɪŋ, 'pʌ zə lɪŋ
puzzling, pʌzlɪŋ, 'pʌz lɪŋ
pye, paɪ, paɪ
pygmies, pɪgmiz, 'pɪg miz
pygmy, pɪgmi, 'pɪg mi
pylon, paɪlɑn, 'paɪˌlɑn
pylons, paɪlɑnz, 'paɪˌlɑnz
pylori, paɪlɔri, ˌpaɪ'lɔ ri
pyramid, pɪrəmɪd, 'pɪ rə mɪd
pyramidal, pəræmədəl, pə'ræ mə dəl
pyramids, pɪrəmɪdz, 'pɪ rə mɪdz
pyre, paɪər, 'paɪ ər
pyres, paɪərz, 'paɪ ərz
pyrite, paɪraɪt, 'paɪ raɪt
pyrotechnic, paɪrotɛknɪk, ˌpaɪ ro'tɛk nɪk
pyrotechnics, paɪrotɛknɪks, ˌpaɪ ro'tɛk nɪks
pyroxene, paɪrɑksin, paɪ'rɑk sin
pyroxene, paɪrɑksin, 'paɪ rɑkˌsin
pyrrhic, pɪrɪk, 'pɪ rɪk
python, paɪθɑn, 'paɪ θɑn
pyxis, pɪksɪs, 'pɪk sɪs
qua, kwɑ, kwɑ
quack, kwæk, kwæk
quackery, kwækəri, 'kwæ kə ri
quacks, kwæks, kwæks
quad, kwɑd, kwɑd
quadrant, kwɑdrənt, 'kwɑ drənt
quadrennial, kwɑdrɛniəl, kwɑ'drɛ niəl
quadriceps, kwɑdrəsɛps, 'kwɑ drəˌsɛps
quadriplegic, kwɑdrəplidʒɪk, ˌkwɑ drə'pli dʒɪk
quadruple, kwɑdrupəl, kwɑ'dru pəl
quadrupled, kwɑdrupəld, kwɑ'dru pəld
quadrupling, kwɑdrupəlɪŋ, kwɑ'dru pə lɪŋ
quadrupling, kwɑdruplɪŋ, kwɑ'dru plɪŋ
quads, kwɑdz, kwɑdz
quagmire, kwægmaɪər, 'kwægˌmaɪ ər
quai, ki, ki
quai, ke, ke
quail, kwel, kwel
quails, kwelz, kwelz
quaint, kwent, kwent
quaintly, kwentli, 'kwent li
quake, kwek, kwek
quaker, kwekər, 'kwe kər
quakers, kwekərz, 'kwe kərz
quakes, kweks, kweks
quaking, kwekɪŋ, 'kwe kɪŋ
quale, kwel, kwel
qualification, kwɑləfəkeʃən, ˌkwɑ lə fə'ke ʃən
qualifications, kwɑləfəkeʃənz, ˌkwɑ lə fə'ke ʃənz
qualified, kwɑləfaɪd, 'kwɑ ləˌfaɪd
qualifier, kwɑləfaɪər, 'kwɑ ləˌfaɪ ər
qualifiers, kwɑləfaɪərz, 'kwɑ ləˌfaɪ ərz
qualifies, kwɑləfaɪz, 'kwɑ ləˌfaɪz
qualify, kwɑləfaɪ, 'kwɑ ləˌfaɪ
qualifying, kwɑləfaɪɪŋ, 'kwɑ ləˌfaɪ ɪŋ
qualitative, kwɑlətetɪv, 'kwɑ ləˌte tɪv
qualitatively, kwɑlətetɪvli, ˌkwɑ lə'te tɪv li
qualities, kwɑlətiz, 'kwɑ lə tiz
quality, kwɑləti, 'kwɑ lə ti
qualms, kwɑmz, kwɑmz
qualms, kwɑlmz, kwɑlmz
quandaries, kwɑndəriz, 'kwɑn də riz
quandary, kwɑndəri, 'kwɑn də ri
quandary, kwɑndri, 'kwɑn dri
quant, kwænt, kwænt
quantifiable, kwɑntɪfaɪəbɛl, ˌkwɑn tɪ'faɪə bɛl
quantifiable, kwɑnɪfaɪəbɛl, ˌkwɑ nɪ'faɪə bɛl
quantification, kwɑntɪfəkeʃən, ˌkwɑn tɪ fə'ke ʃən
quantified, kwɑntɪfaɪd, 'kwɑn tɪˌfaɪd
quantified, kwɑnɪfaɪd, 'kwɑ nɪˌfaɪd
quantify, kwɑntɪfaɪ, 'kwɑn tɪˌfaɪ
quantify, kwɑnɪfaɪ, 'kwɑ nɪˌfaɪ
quantifying, kwɑntɪfaɪɪŋ, 'kwɑn tɪˌfaɪ ɪŋ
quantifying, kwɑnɪfaɪɪŋ, 'kwɑ nɪˌfaɪ ɪŋ
quantitative, kwɑntɪtetɪv, 'kwɑn tɪˌte tɪv
quantitative, kwɑnɪtetɪv, 'kwɑ nɪˌte tɪv
quantitatively, kwɑntɪtetəvli, ˌkwɑn tɪ'te təv li
quantitatively, kwɑnɪtetəvli, ˌkwɑ nɪ'te təv li
quantities, kwɑntətiz, 'kwɑn tə tiz
quantities, kwɑnətiz, 'kwɑ nə tiz
quantity, kwɑntəti, 'kwɑn tə ti
quantity, kwɑnəti, 'kwɑ nə ti
quantum, kwɑntəm, 'kwɑn təm
quantum, kwɑnəm, 'kwɑ nəm
quarantine, kwɔrəntin, 'kwɔ rənˌtin
quarantined, kwɔrəntind, 'kwɔ rənˌtind
quarantined, kwɔrəntaɪnd, 'kwɔ rənˌtaɪnd
quarantines, kwɔrəntinz, 'kwɔ rənˌtinz
quarantines, kwɔrəntaɪnz, 'kwɔ rənˌtaɪnz
quarantining, kwɔrəntinɪŋ, 'kwɔ rənˌti nɪŋ
quarantining, kwɔrəntaɪnɪŋ, 'kwɔ rənˌtaɪ nɪŋ
quark, kwɑrk, kwɑrk
quarks, kwɑrks, kwɑrks
quarrel, kwɔrəl, 'kwɔ rəl
quarreled, kwɔrəld, 'kwɔ rəld
quarreling, kwɑrəlɪŋ, 'kwɑ rə lɪŋ
quarreling, kwɑrlɪŋ, 'kwɑr lɪŋ
quarrels, kwɔrəlz, 'kwɔ rəlz
quarrelsome, kwɔrəlsəm, 'kwɔ rəl səm
quarries, kwɔriz, 'kwɔ riz
quarry, kwɔri, 'kwɔ ri
quarrying, kwɔriɪŋ, 'kwɔ ri ɪŋ
quart, kwɔrt, kwɔrt
quarter, kwɔrtər, 'kwɔr tər
quarter, kɔrtər, 'kɔr tər
quarterback, kwɔrtərbæk, 'kwɔr tərˌbæk
quarterback, kɔrtərbæk, 'kɔr tərˌbæk
quarterbacking, kwɔrtərbækɪŋ, 'kwɔr tərˌbæ kɪŋ
quarterbacking, kɔrtərbækɪŋ, 'kɔr tərˌbæ kɪŋ
quarterbacks, kwɔrtərbæks, 'kwɔr tərˌbæks
quarterbacks, kɔrtərbæks, 'kɔr tərˌbæks
quarterdeck, kwɔrtərdɛk, 'kwɔr tərˌdɛk
quarterdeck, kɔrtərdɛk, 'kɔr tərˌdɛk
quarterly, kwɔrtərli, 'kwɔr tər li
quarterly, kɔrtərli, 'kɔr tər li
quartermaster, kwɔrtərmæstər, 'kwɔr tərˌmæ stər
quartermaster, kɔrtərmæstər, 'kɔr tərˌmæ stər
quarters, kwɔrtərz, 'kwɔr tərz
quartet, kwɔrtɛt, kwɔr'tɛt
quartets, kwɔrtɛts, kwɔr'tɛts
quartile, kwɔrtɪl, 'kwɔr tɪl
quarto, kwɔrto, 'kwɔr to
quarts, kwɔrts, kwɔrts
quartz, kwɔrts, kwɔrts
quasar, kwezɑr, 'kwe zɑr
quash, kwɔʃ, kwɔʃ
quashed, kwɔʃt, kwɔʃt
quashing, kwɔʃɪŋ, 'kwɔ ʃɪŋ
quasi, kwɑsi, 'kwɑ si
quassia, kwɑʃiə, 'kwɑ ʃiə
quaternary, kwɑtərnɛri, 'kwɑ tərˌnɛ ri
quaver, kwevər, 'kwe vər
quavered, kwevərd, 'kwe vərd
quavering, kwevərɪŋ, 'kwe və rɪŋ
quavers, kwevərz, 'kwe vərz
quay, ki, ki
quay, ke, ke
queasiness, kwizinəs, 'kwi zi nəs
queasy, kwizi, 'kwi zi
queen, kwin, kwin
queens, kwinz, kwinz
queer, kwɪr, kwɪr
queerer, kwɪrər, 'kwɪ rər
queers, kwɪrz, kwɪrz
quell, kwɛl, kwɛl
quelled, kwɛld, kwɛld
quelling, kwɛlɪŋ, 'kwɛ lɪŋ
quench, kwɛntʃ, kwɛntʃ
quencher, kwɛntʃər, 'kwɛn tʃər
quenchers, kwɛntʃərz, 'kwɛn tʃərz
quenches, kwɛntʃəz, 'kwɛn tʃəz
quenching, kwɛntʃɪŋ, 'kwɛn tʃɪŋ
querida, kwɛridə, kwɛ'ri də
queried, kwɪrid, 'kwɪ rid
queries, kwɪriz, 'kwɪ riz
querns, kwɜrnz, kwɜrnz
querulous, kwɛrələs, 'kwɛ rə ləs
query, kwiri, 'kwi ri
quest, kwɛst, kwɛst
question, kwɛstʃən, 'kwɛs tʃən
question, kwɛʃən, 'kwɛ ʃən
questionable, kwɛstʃənəbəl, 'kwɛs tʃə nə bəl
questioned, kwɛstʃənd, 'kwɛs tʃənd
questioner, kwɛstʃənər, 'kwɛs tʃə nər
questioners, kwɛstʃənərz, 'kwɛs tʃə nərz
questioning, kwɛstʃənɪŋ, 'kwɛs tʃə nɪŋ
questionnaire, kwɛstʃənɛr, ˌkwɛs tʃə'nɛr
questionnaires, kwɛstʃənɛrz, ˌkwɛs tʃə'nɛrz
questions, kwɛstʃənz, 'kwɛs tʃənz
quests, kwɛsts, kwɛsts
queue, kju, kju
queues, kjuz, kjuz
queuing, kjuɪŋ, 'kju ɪŋ
quibble, kwɪbəl, 'kwɪ bəl
quibbles, kwɪbəlz, 'kwɪ bəlz
quibbling, kwɪbəlɪŋ, 'kwɪ bə lɪŋ
